ss_item_sk,avg(ss_net_profit),sum(ss_net_profit)
1138,-845.0600,-84506
1139,-671.0105,-63746
1140,-746.0299,-49984
1141,-899.5352,-255468
1142,-685.3295,-120618
1143,-617.7227,-73509
1144,-852.9603,-107473
1145,-987.9925,-131403
1146,-818.4133,-61381
1147,-963.4786,-269774
1148,-743.7626,-147265
1149,-615.0882,-62739
1150,-834.3310,-118475
1151,-773.6667,-85877
1152,-1136.1591,-49991
1153,-848.6032,-263067
1154,-961.1037,-157621
1155,-576.1240,-74320
1156,-736.1333,-88336
1157,-1015.5455,-122881
1158,-860.2373,-50754
1159,-822.5836,-231146
1160,-873.3106,-140603
1161,-594.0275,-64749
1162,-879.7016,-109083
1163,-814.7731,-96958
1164,-1196.3788,-78961
1165,-579.6439,-153026
1166,-1061.5491,-183648
1167,-861.8673,-97391
1168,-976.1456,-100543
1169,-736.4683,-92795
1170,-1094.4407,-64572
1171,-686.9329,-194402
1172,-670.0751,-115923
1173,-688.7094,-80579
1174,-853.3333,-115200
1175,-1050.7413,-150256
1176,-649.3636,-35715
1177,-977.7973,-284539
1178,-1031.6296,-194978
1179,-808.3382,-109934
1180,-939.1845,-96736
1181,-745.2920,-102105
1182,-784.7193,-44729
1183,-822.2556,-222009
1184,-752.6222,-135472
1185,-890.8319,-100664
1186,-1005.0102,-98491
1187,-698.2895,-79605
1188,-675.0000,-28350
1189,-904.5682,-238806
1190,-816.4509,-141246
1191,-766.9850,-102009
1192,-587.6119,-78740
1193,-588.7611,-66530
1194,-880.4423,-45783
1195,-898.7037,-266915
1196,-898.6201,-160853
1197,-921.3762,-93059
1198,-710.0377,-75264
1199,-895.6729,-95837
1200,-988.0000,-50388
1201,-874.3863,-242205
1202,-769.3813,-123101
1203,-558.9474,-63720
1204,-929.3853,-101303
1205,-632.7131,-77191
1206,-958.1563,-61322
1207,-758.6589,-226839
1208,-799.0500,-159810
1209,-759.0783,-87294
1210,-912.0492,-111270
1211,-759.0556,-81978
1212,-851.3836,-62151
1213,-539.3494,-145085
1214,-675.0719,-112737
1215,-762.5948,-88461
1216,-727.0615,-94518
1217,-747.4434,-79229
1218,-969.2623,-59125
1219,-691.7873,-185399
1220,-898.1019,-141002
1221,-551.8286,-57942
1222,-994.8862,-122371
1223,-941.3520,-117669
1224,-632.9516,-39243
1225,-760.2800,-209077
1226,-635.9053,-107468
1227,-840.8382,-114354
1228,-803.1404,-91558
1229,-889.1260,-112919
1230,-1220.9865,-90353
1231,-856.5993,-250127
1232,-781.8675,-118062
1233,-724.8102,-99299
1234,-702.3458,-75151
1235,-942.7951,-115021
1236,-823.7091,-45304
1237,-724.6053,-220280
1238,-773.5636,-127638
1239,-766.2308,-89649
1240,-734.8571,-82304
1241,-799.5530,-105541
1242,-817.5741,-44149
1243,-873.3065,-227933
1244,-886.1281,-179884
1245,-831.6566,-82334
1246,-1111.1845,-114452
1247,-669.5965,-76334
1248,-318.7660,-14982
1249,-826.8258,-256316
1250,-857.2686,-150022
1251,-966.2130,-104351
1252,-553.0538,-71897
1253,-889.2222,-88033
1254,-1307.6833,-78461
1255,-809.7914,-244557
1256,-759.2900,-151858
1257,-624.2000,-74904
1258,-520.3571,-58280
1259,-694.0776,-80513
1260,-598.3333,-34105
1261,-759.0101,-225426
1262,-1005.9116,-182070
1263,-733.5446,-82157
1264,-1167.8246,-133132
1265,-926.9919,-114947
1266,-740.0000,-36260
1267,-817.7098,-259214
1268,-862.8571,-132880
1269,-814.6373,-83093
1270,-842.8417,-101141
1271,-919.1322,-111215
1272,-1024.9444,-55347
1273,-828.4675,-255168
1274,-900.9195,-156760
1275,-751.3488,-96924
1276,-854.8462,-88904
1277,-679.8722,-90423
1278,-1087.6129,-67432
1279,-730.6988,-249899
1280,-921.4367,-145587
1281,-818.7040,-102338
1282,-813.6752,-95200
1283,-718.0947,-68219
1284,-589.2407,-31819
1285,-980.2401,-297993
1286,-873.7267,-150281
1287,-874.0752,-116252
1288,-927.3874,-102940
1289,-527.9823,-59662
1290,-771.1224,-37785
1291,-780.0887,-228566
1292,-1141.7027,-211215
1293,-1072.0196,-109346
1294,-534.9340,-56703
1295,-893.5424,-105438
1296,-598.9016,-36533
1297,-861.2791,-259245
1298,-922.4695,-151285
1299,-1017.6400,-101764
1300,-516.6273,-56829
1301,-600.5750,-72069
1302,-1293.6765,-87970
1303,-899.9101,-250175
1304,-879.7624,-159237
1305,-750.3968,-94550
1306,-1098.5877,-125239
1307,-757.9048,-79580
1308,-482.2419,-29899
1309,-931.1558,-256999
1310,-809.2235,-144851
1311,-755.7182,-83129
1312,-1023.0734,-111515
1313,-850.7520,-106344
1314,-593.0000,-41510
1315,-764.3212,-209424
1316,-921.2500,-158455
1317,-599.1273,-65904
1318,-927.9894,-87231
1319,-747.4862,-81476
1320,-755.7451,-38543
1321,-683.3710,-193394
1322,-816.1227,-133028
1323,-1117.9360,-139742
1324,-788.8468,-87562
1325,-589.4425,-66607
1326,-758.4262,-46264
1327,-819.3596,-218769
1328,-866.6816,-174203
1329,-604.1917,-72503
1330,-867.5333,-91091
1331,-1001.8393,-112206
1332,-577.6739,-26573
1333,-947.4106,-286118
1334,-995.7108,-165288
1335,-605.4227,-58726
1336,-669.9320,-69003
1337,-680.2453,-72106
1338,-918.3000,-55098
1339,-873.5123,-248951
1340,-673.3476,-125916
1341,-755.5877,-86137
1342,-1032.0811,-114561
1343,-1015.9391,-116833
1344,-815.6406,-52201
1345,-706.4850,-212652
1346,-980.5824,-166699
1347,-754.3926,-101843
1348,-951.2320,-118904
1349,-645.7165,-82006
1350,-847.5634,-60177
1351,-898.7311,-237265
1352,-710.0736,-115742
1353,-608.7965,-68794
1354,-1023.7177,-126941
1355,-984.0667,-118088
1356,-893.4423,-46459
1357,-806.9315,-235624
1358,-757.0671,-124159
1359,-762.3796,-104446
1360,-1141.4874,-135837
1361,-523.9009,-58153
1362,-901.8235,-61324
1363,-799.2179,-249356
1364,-472.0064,-74105
1365,-885.8129,-123128
1366,-829.7217,-95418
1367,-904.5128,-105828
1368,-637.8511,-29979
1369,-981.9344,-299490
1370,-906.2241,-157683
1371,-1128.4912,-128648
1372,-651.0584,-89195
1373,-811.1364,-107070
1374,-1450.3585,-76869
1375,-642.8304,-181921
1376,-915.6503,-149251
1377,-590.0096,-61361
1378,-740.2308,-96230
1379,-788.5221,-89103
1380,-498.3947,-18939
1381,-892.1263,-254256
1382,-670.5851,-126070
1383,-773.1111,-83496
1384,-634.7886,-78079
1385,-956.1748,-98486
1386,-690.6226,-36603
1387,-889.4329,-291734
1388,-872.9061,-157996
1389,-802.6509,-85081
1390,-670.9388,-65752
1391,-984.5413,-107315
1392,-868.0169,-51213
1393,-794.5433,-201814
1394,-981.5644,-159995
1395,-659.1043,-75797
1396,-597.7345,-67544
1397,-715.6609,-82301
1398,-724.5200,-54339
1399,-748.6033,-228324
1400,-985.7738,-165610
1401,-923.9489,-126581
1402,-459.7745,-46897
1403,-774.0180,-85916
1404,-798.3774,-42314
1405,-822.9607,-251003
1406,-1052.2011,-193605
1407,-1087.8254,-137066
1408,-648.0000,-79056
1409,-732.6239,-85717
1410,-641.0690,-37182
1411,-966.4332,-267702
1412,-479.1379,-69475
1413,-506.7064,-55231
1414,-925.5263,-105510
1415,-727.6754,-82955
1416,-872.9130,-60231
1417,-893.8800,-268164
1418,-784.4940,-130226
1419,-915.8974,-107160
1420,-1164.4954,-126930
1421,-783.9386,-89369
1422,-1073.0000,-54723
1423,-866.4867,-259946
1424,-807.6000,-141330
1425,-698.2685,-104042
1426,-805.1081,-89367
1427,-695.6294,-99475
1428,-809.2500,-64740
1429,-961.6184,-272138
1430,-817.9880,-136604
1431,-970.0101,-96031
1432,-837.0000,-97929
1433,-1119.9593,-137755
1434,-632.1552,-36665
1435,-661.9138,-191955
1436,-755.8774,-117161
1437,-962.8244,-126130
1438,-797.7302,-100514
1439,-878.1197,-102740
1440,-956.6034,-55483
1441,-674.1903,-194841
1442,-944.8261,-152117
1443,-949.4348,-109185
1444,-582.6639,-69337
1445,-684.1615,-88941
1446,-766.9851,-51388
1447,-943.8629,-282215
1448,-614.0492,-112371
1449,-781.5926,-84412
1450,-631.1032,-79519
1451,-1130.6364,-111933
1452,-572.9057,-30364
1453,-869.0623,-237254
1454,-795.9820,-132929
1455,-913.3932,-106867
1456,-941.6549,-106407
1457,-1023.7920,-127974
1458,-982.7143,-55032
1459,-696.2591,-209574
1460,-730.2791,-125608
1461,-1072.0625,-120071
1462,-677.9735,-76611
1463,-837.0847,-98776
1464,-1140.7778,-61602
1465,-723.7833,-190355
1466,-646.3429,-113110
1467,-934.1000,-102751
1468,-958.6228,-109283
1469,-904.8661,-101345
1470,-1281.1159,-88397
1471,-859.2545,-236295
1472,-914.6879,-143606
1473,-714.6667,-77184
1474,-744.8125,-71502
1475,-668.7965,-75574
1476,-1190.7742,-73828
1477,-1017.5371,-287963
1478,-851.8989,-160157
1479,-667.8350,-68787
1480,-634.3246,-72313
1481,-1028.2105,-117216
1482,-959.3167,-57559
1483,-657.1343,-176112
1484,-706.0663,-127798
1485,-711.3883,-73273
1486,-958.7801,-135188
1487,-949.4037,-103485
1488,-573.5357,-32118
1489,-872.3477,-243385
1490,-736.1053,-111888
1491,-631.9250,-75831
1492,-982.4766,-125757
1493,-727.8462,-75696
1494,-613.8167,-36829
1495,-657.6141,-195969
1496,-851.6077,-154141
1497,-876.7561,-107841
1498,-577.0427,-67514
1499,-970.2016,-125156
1500,-913.1746,-57530
1501,-1070.9244,-311639
1502,-728.1350,-118686
1503,-1043.6182,-114798
1504,-961.8741,-129853
1505,-816.1635,-84881
1506,-1403.8167,-84229
1507,-797.0071,-223162
1508,-909.8941,-154682
1509,-817.2252,-90712
1510,-1033.6281,-125069
1511,-706.9516,-87662
1512,-1023.5395,-77789
1513,-739.6691,-201190
1514,-1025.1361,-173248
1515,-871.3680,-108921
1516,-588.9318,-77739
1517,-996.9286,-111656
1518,-521.0000,-27613
1519,-764.1349,-192562
1520,-912.4581,-163330
1521,-1321.1556,-118904
1522,-979.7788,-101897
1523,-954.7815,-113619
1524,-792.8814,-46780
1525,-895.8545,-246360
1526,-737.7789,-140178
1527,-850.4959,-104611
1528,-829.2056,-88725
1529,-887.9550,-98563
1530,-673.7627,-39752
1531,-781.5401,-224302
1532,-918.4880,-152469
1533,-731.2205,-92865
1534,-979.1700,-97917
1535,-806.2946,-90305
1536,-1215.8788,-80248
1537,-823.8571,-259515
1538,-1145.0113,-202667
1539,-1062.7714,-111591
1540,-790.4455,-86949
1541,-842.5865,-87629
1542,-929.1207,-53889
1543,-823.5636,-239657
1544,-670.5152,-132762
1545,-1059.3448,-122884
1546,-795.2300,-79523
1547,-652.2520,-80227
1548,-1301.9643,-72910
1549,-870.7475,-258612
1550,-916.3989,-172283
1551,-402.6211,-38249
1552,-975.9333,-131751
1553,-683.1092,-81290
1554,-1130.8281,-72373
1555,-844.5329,-244070
1556,-692.5949,-135056
1557,-834.0485,-85907
1558,-811.7731,-96601
1559,-809.8571,-90704
1560,-1033.0625,-66116
1561,-715.0310,-207359
1562,-538.4367,-85073
1563,-870.8257,-94920
1564,-559.4948,-54271
1565,-784.9137,-109103
1566,-1298.2241,-75297
1567,-954.6890,-285452
1568,-773.1006,-122923
1569,-651.7798,-71044
1570,-625.5755,-66311
1571,-1001.1066,-122135
1572,-601.7015,-40314
1573,-791.1179,-208064
1574,-1053.9810,-166529
1575,-671.0957,-77176
1576,-912.2932,-121335
1577,-822.3400,-82234
1578,-993.8636,-65595
1579,-1004.4312,-277223
1580,-691.1183,-116799
1581,-895.5913,-102993
1582,-686.3303,-74810
1583,-839.2932,-111626
1584,-746.8511,-35102
1585,-677.5683,-188364
1586,-990.5886,-173353
1587,-875.3826,-100669
1588,-902.0948,-104643
1589,-577.1271,-68101
1590,-493.0746,-33036
1591,-900.9963,-242368
1592,-822.2278,-129912
1593,-706.5962,-73486
1594,-886.2477,-96601
1595,-692.5614,-78952
1596,-328.1957,-15097
1597,-737.2971,-203494
1598,-700.4557,-110672
1599,-661.9035,-75457
1600,-832.2845,-96545
1601,-794.4885,-104078
1602,-865.0159,-54496
1603,-879.9147,-257815
1604,-582.4663,-103679
1605,-1289.3486,-140539
1606,-1004.2279,-136575
1607,-704.5755,-74685
1608,-803.6400,-40182
1609,-804.9428,-239068
1610,-609.1374,-110863
1611,-884.7573,-91130
1612,-978.1371,-121289
1613,-911.6321,-96633
1614,-610.2656,-39057
1615,-836.1689,-247506
1616,-758.8365,-120655
1617,-662.3622,-84120
1618,-681.2277,-68804
1619,-969.9322,-114452
1620,-140.2979,-6594
1621,-687.8646,-198105
1622,-730.3829,-127817
1623,-746.0984,-91024
1624,-739.6320,-92454
1625,-674.6449,-72187
1626,-758.6949,-44763
1627,-854.8161,-255590
1628,-806.0059,-137021
1629,-799.2960,-99912
1630,-626.4661,-73923
1631,-727.5812,-85127
1632,-662.9259,-35798
1633,-970.6604,-260137
1634,-779.7680,-141138
1635,-888.4463,-107502
1636,-813.6915,-76487
1637,-759.8571,-74466
1638,-924.5932,-54551
1639,-953.2530,-316480
1640,-877.8706,-149238
1641,-1050.9744,-122964
1642,-648.3277,-77151
1643,-580.2314,-70208
1644,-831.3878,-40738
1645,-792.5216,-220321
1646,-813.3590,-158605
1647,-740.7710,-97041
1648,-530.1810,-55669
1649,-520.2130,-56183
1650,-1000.5536,-56031
1651,-877.5436,-251855
1652,-753.1552,-131049
1653,-477.3238,-50119
1654,-660.6216,-73329
1655,-741.9646,-83842
1656,-757.2000,-45432
1657,-885.8870,-266652
1658,-666.1477,-117242
1659,-629.0593,-74229
1660,-696.7203,-82213
1661,-927.8034,-108553
1662,-796.6271,-47001
1663,-883.5543,-235909
1664,-986.7253,-179584
1665,-705.9189,-78357
1666,-862.6095,-90574
1667,-943.1121,-109401
1668,-913.5441,-62121
1669,-883.9174,-289041
1670,-901.0536,-151377
1671,-497.6857,-52257
1672,-846.7561,-104151
1673,-706.2824,-92523
1674,-867.0152,-57223
1675,-770.9007,-225103
1676,-660.3200,-115556
1677,-903.4524,-113835
1678,-990.0296,-133654
1679,-738.3158,-98196
1680,-1037.8730,-65386
1681,-807.8840,-257715
1682,-756.0747,-131557
1683,-929.9032,-115308
1684,-829.0744,-100318
1685,-834.6504,-102662
1686,-760.5238,-47913
1687,-691.3528,-213628
1688,-875.8678,-152401
1689,-1183.5517,-137292
1690,-542.2925,-57483
1691,-1363.3828,-174513
1692,-885.4464,-49585
1693,-691.7904,-201311
1694,-752.1456,-118839
1695,-815.1322,-98631
1696,-1142.5182,-125677
1697,-950.1200,-118765
1698,-1038.0656,-63322
1699,-1063.4309,-323283
1700,-800.1065,-135218
1701,-836.7248,-91203
1702,-726.6325,-85016
1703,-766.1010,-75844
1704,-580.8302,-30784
1705,-650.7112,-180247
1706,-834.2638,-135985
1707,-703.3559,-82996
1708,-432.6635,-44997
1709,-844.5370,-91210
1710,-712.9032,-44200
1711,-877.6288,-262411
1712,-759.1456,-119945
1713,-1016.4224,-117905
1714,-1035.4954,-112869
1715,-1090.7209,-140703
1716,-658.8000,-39528
1717,-950.3363,-319313
1718,-878.7006,-155530
1719,-937.5040,-117188
1720,-687.6604,-72892
1721,-859.3271,-91948
1722,-722.5469,-46243
1723,-735.5000,-229476
1724,-1038.0000,-196182
1725,-926.2752,-100964
1726,-894.3421,-101955
1727,-920.8400,-115105
1728,-739.4773,-32537
1729,-898.4216,-257847
1730,-763.5000,-132849
1731,-892.5514,-95503
1732,-717.8113,-76088
1733,-989.9596,-98006
1734,-436.6731,-22707
1735,-816.3323,-265308
1736,-865.9340,-170589
1737,-1066.5769,-138655
1738,-816.8900,-81689
1739,-865.0286,-90828
1740,-982.2500,-55006
1741,-814.8080,-224887
1742,-867.9942,-148427
1743,-760.3636,-100368
1744,-789.7165,-100294
1745,-548.6774,-68036
1746,-834.7188,-53422
1747,-886.7734,-246523
1748,-987.6503,-160987
1749,-814.6560,-101832
1750,-1001.1389,-108123
1751,-776.7570,-83113
1752,-688.1167,-41287
1753,-913.3515,-267612
1754,-1023.1140,-197461
1755,-715.9732,-80189
1756,-993.6429,-111288
1757,-518.1532,-64251
1758,-796.0000,-54128
1759,-857.3007,-236615
1760,-877.4821,-171109
1761,-675.1176,-80339
1762,-697.3629,-86473
1763,-645.5489,-85858
1764,-666.1475,-40635
1765,-859.6626,-208898
1766,-919.0233,-158072
1767,-797.4649,-90911
1768,-517.8879,-60075
1769,-925.2737,-87901
1770,-540.5614,-30812
1771,-768.2148,-228928
1772,-995.1146,-156233
1773,-945.8793,-109722
1774,-647.9211,-73863
1775,-970.0935,-103800
1776,-1059.2766,-49786
1777,-836.5240,-226698
1778,-653.5145,-113058
1779,-950.3000,-123539
1780,-811.2155,-94101
1781,-756.1262,-77881
1782,-774.3958,-37171
1783,-917.5714,-263343
1784,-686.1136,-120756
1785,-688.6202,-88832
1786,-750.8532,-81843
1787,-1037.1818,-114090
1788,-786.1186,-46381
1789,-771.4000,-204421
1790,-892.9116,-161617
1791,-921.6429,-103224
1792,-989.8027,-145501
1793,-842.0645,-104416
1794,-1138.8986,-78584
1795,-825.2158,-229410
1796,-766.4731,-128001
1797,-668.1081,-74160
1798,-856.8837,-110538
1799,-616.7449,-60441
1800,-810.4559,-55111
1801,-1003.6234,-317145
1802,-867.1768,-156959
1803,-1084.7400,-108474
1804,-692.3158,-78924
1805,-749.6917,-89963
1806,-1153.1395,-49585
1807,-923.7429,-258648
1808,-727.1784,-134528
1809,-721.5000,-90909
1810,-846.9182,-93161
1811,-838.3727,-92221
1812,-697.3030,-46022
1813,-757.5854,-217427
1814,-812.4098,-148671
1815,-986.0667,-103537
1816,-678.8596,-77390
1817,-804.6083,-96553
1818,-720.4000,-39622
1819,-823.1547,-228837
1820,-844.7095,-151203
1821,-1046.7000,-125604
1822,-781.8370,-71929
1823,-722.8654,-75178
1824,-765.9636,-42128
1825,-709.6027,-207204
1826,-969.4241,-185160
1827,-992.4646,-126043
1828,-649.4234,-72086
1829,-960.3826,-110444
1830,-742.4459,-54941
1831,-729.3822,-229026
1832,-841.7051,-131306
1833,-891.9500,-107034
1834,-873.7970,-116215
1835,-1284.5963,-140021
1836,-739.0364,-40647
1837,-733.3106,-193594
1838,-1035.8933,-184389
1839,-1080.3364,-118837
1840,-670.9904,-69783
1841,-671.8411,-71887
1842,-1488.4915,-87821
1843,-903.9443,-259432
1844,-594.9935,-92224
1845,-902.3391,-103769
1846,-669.5826,-77002
1847,-883.8931,-115790
1848,-630.3810,-39714
1849,-897.4557,-273724
1850,-1019.9264,-166248
1851,-1089.0455,-143754
1852,-521.1136,-68787
1853,-815.2661,-101093
1854,-682.7391,-47109
1855,-733.7355,-202511
1856,-940.8218,-163703
1857,-725.8347,-87826
1858,-642.9213,-81651
1859,-887.1810,-102913
1860,-941.1563,-60234
1861,-636.5090,-177586
1862,-799.7680,-144758
1863,-865.0932,-102081
1864,-1069.6190,-134772
1865,-951.6142,-120855
1866,-1164.0984,-71010
1867,-914.6297,-289023
1868,-901.1170,-154091
1869,-792.7822,-80071
1870,-1055.2473,-98138
1871,-1009.3211,-110016
1872,-1208.7321,-67689
1873,-815.8828,-236606
1874,-833.4719,-148358
1875,-811.1560,-88416
1876,-1073.5088,-122380
1877,-890.2336,-95255
1878,-624.9608,-31873
1879,-909.1604,-266384
1880,-884.3933,-157422
1881,-805.5189,-85385
1882,-820.1389,-88575
1883,-688.1810,-72259
1884,-606.0370,-32726
1885,-909.7737,-249278
1886,-778.4788,-128449
1887,-773.2586,-89698
1888,-861.8092,-112897
1889,-919.0727,-101098
1890,-910.2344,-58255
1891,-877.0073,-241177
1892,-705.6898,-131964
1893,-746.7739,-85879
1894,-839.8182,-101618
1895,-742.1389,-106868
1896,-713.3922,-36383
1897,-692.0487,-184777
1898,-733.9694,-143858
1899,-661.6525,-78075
1900,-964.1064,-90626
1901,-746.3482,-83591
1902,-832.9516,-51643
1903,-892.4444,-265056
1904,-816.2682,-146112
1905,-884.8818,-97337
1906,-852.8960,-106612
1907,-817.1042,-78442
1908,-982.7500,-55034
1909,-872.1137,-222389
1910,-772.1444,-138986
1911,-778.0190,-81692
1912,-754.8779,-98889
1913,-692.6449,-95585
1914,-835.0179,-46761
1915,-982.8537,-288959
1916,-790.2626,-141457
1917,-557.2368,-63525
1918,-646.1081,-71718
1919,-740.7652,-85188
1920,-714.7500,-40026
1921,-942.9347,-274394
1922,-698.6600,-104799
1923,-681.8120,-79772
1924,-794.7087,-81855
1925,-644.6803,-78651
1926,-1160.9041,-84746
1927,-1035.8577,-269323
1928,-757.8280,-140956
1929,-988.1626,-121544
1930,-812.0320,-101504
1931,-675.3839,-75643
1932,-510.6230,-31148
1933,-835.3519,-239746
1934,-861.9320,-126704
1935,-583.4138,-67676
1936,-755.8807,-82391
1937,-529.1754,-60326
1938,-716.3125,-45844
1939,-887.0714,-248380
1940,-790.0299,-131935
1941,-734.0738,-89557
1942,-836.3833,-100366
1943,-568.6161,-63685
1944,-1061.5238,-66876
1945,-668.4216,-204537
1946,-813.6988,-135074
1947,-757.6000,-75760
1948,-791.2393,-92575
1949,-858.3091,-94414
1950,-792.2329,-57833
1951,-773.1188,-247398
1952,-968.5301,-177241
1953,-873.2621,-89946
1954,-637.6391,-84806
1955,-929.9600,-116245
1956,-967.4355,-59981
1957,-823.4276,-238794
1958,-714.0269,-132809
1959,-760.2200,-76022
1960,-1125.7168,-127206
1961,-978.4597,-121329
1962,-881.4038,-45833
1963,-697.1036,-215405
1964,-873.5119,-146750
1965,-798.5900,-79859
1966,-678.9070,-58386
1967,-850.9196,-95303
1968,-531.0200,-26551
1969,-810.9296,-230304
1970,-754.9157,-134375
1971,-420.5727,-46263
1972,-673.0094,-71339
1973,-681.5268,-76331
1974,-681.2667,-51095
1975,-793.0727,-229198
1976,-716.4686,-125382
1977,-782.3898,-92322
1978,-1090.0901,-121000
1979,-896.0439,-102149
1980,-719.9403,-48236
1981,-708.9595,-209852
1982,-887.4555,-169504
1983,-1106.9907,-118448
1984,-752.9368,-71529
1985,-897.6154,-105021
1986,-1062.8095,-66957
1987,-881.4078,-272355
1988,-971.9261,-171059
1989,-641.7946,-71881
1990,-1049.1215,-112256
1991,-973.3901,-137248
1992,-699.1607,-39153
1993,-887.2713,-281265
1994,-762.3067,-114346
1995,-507.7983,-60428
1996,-713.8641,-73528
1997,-688.9316,-80605
1998,-437.7451,-22325
1999,-718.5087,-206212
2000,-891.9017,-154299
2001,-800.7611,-90486
2002,-999.6857,-104967
2003,-1023.1102,-129935
2004,-857.3636,-47155
2005,-796.9756,-228732
2006,-836.8780,-137248
2007,-790.9224,-91747
2008,-762.5487,-86168
2009,-1008.1905,-127032
2010,-1056.9859,-75046
2011,-595.2182,-182732
2012,-1089.3077,-169932
2013,-955.6822,-102258
2014,-1246.2946,-160772
2015,-1154.9369,-128198
2016,-941.8511,-44267
2017,-1068.5281,-323764
2018,-801.6176,-136275
2019,-983.7143,-130834
2020,-630.4000,-85104
2021,-726.0660,-76963
2022,-353.1296,-19069
2023,-862.7734,-239851
2024,-1049.8095,-154322
2025,-1031.4464,-115522
2026,-700.7207,-77780
2027,-873.2692,-90820
2028,-966.2182,-53142
2029,-897.4360,-294359
2030,-542.3318,-114432
2031,-877.3423,-97385
2032,-891.6702,-83817
2033,-876.2035,-99011
